FechaHora,CodigoPlanta,precio,cantidad,cantidad_pos,Fecha,cluster,EQpos,EdQb
2025-05-14 16:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,7296955.826873431,-1.7589752060086736e-35
2025-05-14 17:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,10080121.959290631,-7355.244855871148
2025-05-14 18:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,11078521.179312434,-177.60073633330398
2025-05-14 19:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,11209771.179312434,-177.60073633330398
2025-05-14 20:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,11095826.074393198,-754.6264268041542
2025-05-14 21:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,10114295.925205935,-1663.221555275509
2025-05-14 22:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,5937855.769868648,-1026.573498936095
2025-05-14 23:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,5323155.769868648,-1026.573498936095
2025-05-15 00:00:00,2QEK,102.64,35000.0,35000.0,2025-05-15,9,5346459.43526556,-8491.031794561244
2025-05-15 01:00:00,2QEK,102.64,35000.0,35000.0,2025-05-15,9,5054829.43526556,-8491.031794561244
2025-05-15 02:00:00,2QEK,102.64,35000.0,35000.0,2025-05-15,9,4833798.88633275,-9212.5224149419
